"Market_and_Exchange_Names","As_of_Date_In_Form_YYMMDD","Report_Date_as_YYYY-MM-DD","CFTC_Contract_Market_Code","CFTC_Market_Code","CFTC_Region_Code","CFTC_Commodity_Code","Open_Interest_All","Prod_Merc_Positions_Long_All","Prod_Merc_Positions_Short_All","Swap_Positions_Long_All","Swap__Positions_Short_All","Swap__Positions_Spread_All","M_Money_Positions_Long_All","M_Money_Positions_Short_All","M_Money_Positions_Spread_All","Other_Rept_Positions_Long_All","Other_Rept_Positions_Short_All","Other_Rept_Positions_Spread_All","Tot_Rept_Positions_Long_All","Tot_Rept_Positions_Short_All","NonRept_Positions_Long_All","NonRept_Positions_Short_All","Open_Interest_Old","Prod_Merc_Positions_Long_Old","Prod_Merc_Positions_Short_Old","Swap_Positions_Long_Old","Swap__Positions_Short_Old","Swap__Positions_Spread_Old","M_Money_Positions_Long_Old","M_Money_Positions_Short_Old","M_Money_Positions_Spread_Old","Other_Rept_Positions_Long_Old","Other_Rept_Positions_Short_Old","Other_Rept_Positions_Spread_Old","Tot_Rept_Positions_Long_Old","Tot_Rept_Positions_Short_Old","NonRept_Positions_Long_Old","NonRept_Positions_Short_Old","Open_Interest_Other","Prod_Merc_Positions_Long_Other","Prod_Merc_Positions_Short_Other","Swap_Positions_Long_Other","Swap__Positions_Short_Other","Swap__Positions_Spread_Other","M_Money_Positions_Long_Other","M_Money_Positions_Short_Other","M_Money_Positions_Spread_Other","Other_Rept_Positions_Long_Other","Other_Rept_Positions_Short_Other","Other_Rept_Positions_Spread_Other","Tot_Rept_Positions_Long_Other","Tot_Rept_Positions_Short_Other","NonRept_Positions_Long_Other","NonRept_Positions_Short_Other","Change_in_Open_Interest_All","Change_in_Prod_Merc_Long_All","Change_in_Prod_Merc_Short_All","Change_in_Swap_Long_All","Change_in_Swap_Short_All","Change_in_Swap_Spread_All","Change_in_M_Money_Long_All","Change_in_M_Money_Short_All","Change_in_M_Money_Spread_All","Change_in_Other_Rept_Long_All","Change_in_Other_Rept_Short_All","Change_in_Other_Rept_Spread_All","Change_in_Tot_Rept_Long_All","Change_in_Tot_Rept_Short_All","Change_in_NonRept_Long_All","Change_in_NonRept_Short_All","Pct_of_Open_Interest_All","Pct_of_OI_Prod_Merc_Long_All","Pct_of_OI_Prod_Merc_Short_All","Pct_of_OI_Swap_Long_All","Pct_of_OI_Swap_Short_All","Pct_of_OI_Swap_Spread_All","Pct_of_OI_M_Money_Long_All","Pct_of_OI_M_Money_Short_All","Pct_of_OI_M_Money_Spread_All","Pct_of_OI_Other_Rept_Long_All","Pct_of_OI_Other_Rept_Short_All","Pct_of_OI_Other_Rept_Spread_All","Pct_of_OI_Tot_Rept_Long_All","Pct_of_OI_Tot_Rept_Short_All","Pct_of_OI_NonRept_Long_All","Pct_of_OI_NonRept_Short_All","Pct_of_Open_Interest_Old","Pct_of_OI_Prod_Merc_Long_Old","Pct_of_OI_Prod_Merc_Short_Old","Pct_of_OI_Swap_Long_Old","Pct_of_OI_Swap_Short_Old","Pct_of_OI_Swap_Spread_Old","Pct_of_OI_M_Money_Long_Old","Pct_of_OI_M_Money_Short_Old","Pct_of_OI_M_Money_Spread_Old","Pct_of_OI_Other_Rept_Long_Old","Pct_of_OI_Other_Rept_Short_Old","Pct_of_OI_Other_Rept_Spread_Old","Pct_of_OI_Tot_Rept_Long_Old","Pct_of_OI_Tot_Rept_Short_Old","Pct_of_OI_NonRept_Long_Old","Pct_of_OI_NonRept_Short_Old","Pct_of_Open_Interest_Other","Pct_of_OI_Prod_Merc_Long_Other","Pct_of_OI_Prod_Merc_Short_Other","Pct_of_OI_Swap_Long_Other","Pct_of_OI_Swap_Short_Other","Pct_of_OI_Swap_Spread_Other","Pct_of_OI_M_Money_Long_Other","Pct_of_OI_M_Money_Short_Other","Pct_of_OI_M_Money_Spread_Other","Pct_of_OI_Other_Rept_Long_Other","Pct_of_OI_Other_Rept_Short_Other","Pct_of_OI_Other_Rept_Spread_Other","Pct_of_OI_Tot_Rept_Long_Other","Pct_of_OI_Tot_Rept_Short_Other","Pct_of_OI_NonRept_Long_Other","Pct_of_OI_NonRept_Short_Other","Traders_Tot_All","Traders_Prod_Merc_Long_All","Traders_Prod_Merc_Short_All","Traders_Swap_Long_All","Traders_Swap_Short_All","Traders_Swap_Spread_All","Traders_M_Money_Long_All","Traders_M_Money_Short_All","Traders_M_Money_Spread_All","Traders_Other_Rept_Long_All","Traders_Other_Rept_Short_All","Traders_Other_Rept_Spread_All","Traders_Tot_Rept_Long_All","Traders_Tot_Rept_Short_All","Traders_Tot_Old","Traders_Prod_Merc_Long_Old","Traders_Prod_Merc_Short_Old","Traders_Swap_Long_Old","Traders_Swap_Short_Old","Traders_Swap_Spread_Old","Traders_M_Money_Long_Old","Traders_M_Money_Short_Old","Traders_M_Money_Spread_Old","Traders_Other_Rept_Long_Old","Traders_Other_Rept_Short_Old","Traders_Other_Rept_Spread_Old","Traders_Tot_Rept_Long_Old","Traders_Tot_Rept_Short_Old","Traders_Tot_Other","Traders_Prod_Merc_Long_Other","Traders_Prod_Merc_Short_Other","Traders_Swap_Long_Other","Traders_Swap_Short_Other","Traders_Swap_Spread_Other","Traders_M_Money_Long_Other","Traders_M_Money_Short_Other","Traders_M_Money_Spread_Other","Traders_Other_Rept_Long_Other","Traders_Other_Rept_Short_Other","Traders_Other_Rept_Spread_Other","Traders_Tot_Rept_Long_Other","Traders_Tot_Rept_Short_Other","Conc_Gross_LE_4_TDR_Long_All","Conc_Gross_LE_4_TDR_Short_All","Conc_Gross_LE_8_TDR_Long_All","Conc_Gross_LE_8_TDR_Short_All","Conc_Net_LE_4_TDR_Long_All","Conc_Net_LE_4_TDR_Short_All","Conc_Net_LE_8_TDR_Long_All","Conc_Net_LE_8_TDR_Short_All","Conc_Gross_LE_4_TDR_Long_Old","Conc_Gross_LE_4_TDR_Short_Old","Conc_Gross_LE_8_TDR_Long_Old","Conc_Gross_LE_8_TDR_Short_Old","Conc_Net_LE_4_TDR_Long_Old","Conc_Net_LE_4_TDR_Short_Old","Conc_Net_LE_8_TDR_Long_Old","Conc_Net_LE_8_TDR_Short_Old","Conc_Gross_LE_4_TDR_Long_Other","Conc_Gross_LE_4_TDR_Short_Other","Conc_Gross_LE_8_TDR_Long_Other","Conc_Gross_LE_8_TDR_Short_Other","Conc_Net_LE_4_TDR_Long_Other","Conc_Net_LE_4_TDR_Short_Other","Conc_Net_LE_8_TDR_Long_Other","Conc_Net_LE_8_TDR_Short_Other","Contract_Units","CFTC_Contract_Market_Code_Quotes","CFTC_Market_Code_Quotes","CFTC_Commodity_Code_Quotes","CFTC_SubGroup_Code","FutOnly_or_Combined"
"PJM.PSEG_month_off_dap - NODAL EXCHANGE",231031,2023-10-31,064EXF,NODX,01,064 ,   55865,   35412,   32231,    3748,    6547,    4240,     650,     330,       0,    4468,    4220,     161,   48679,   47729,    7186,    8136,   55865,   35412,   32231,    3748,    6547,    4240,     650,     330,       0,    4468,    4220,     161,   48679,   47729,    7186,    8136,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    2855,       0,    1035,    2830,    1615,    -922,       0,    -900,       0,       0,      50,       0,    1908,     878,     947,    1977,  100.0,   63.4,   57.7,    6.7,   11.7,    7.6,    1.2,    0.6,    0.0,    8.0,    7.6,    0.3,   87.1,   85.4,   12.9,   14.6,  100.0,   63.4,   57.7,    6.7,   11.7,    7.6,    1.2,    0.6,    0.0,    8.0,    7.6,    0.3,   87.1,   85.4,   12.9,   14.6,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     34,     19,     12,.,      4,      5,.,.,      0,.,.,.,     30,     21,     34,     19,     12,.,      4,      5,.,.,      0,.,.,.,     30,     21,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    36.4,    66.7,    58.7,    76.7,    33.7,    55.8,    51.0,    62.3,    36.4,    66.7,    58.7,    76.7,    33.7,    55.8,    51.0,    62.3,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"Megawatt Hours (MWh)","064EXF","NODX","064 ","N16","FutOnly"
"PJM.PSEG_month_off_dap - NODAL EXCHANGE",231024,2023-10-24,064EXF,NODX,01,064 ,   53010,   35412,   31196,     918,    4932,    5162,     650,    1230,       0,    4468,    4170,     161,   46771,   46851,    6239,    6159,   53010,   35412,   31196,     918,    4932,    5162,     650,    1230,       0,    4468,    4170,     161,   46771,   46851,    6239,    6159,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     205,   -1040,     205,     788,    -632,     262,       0,     200,       0,       0,     -25,       0,      10,      10,     195,     195,  100.0,   66.8,   58.8,    1.7,    9.3,    9.7,    1.2,    2.3,    0.0,    8.4,    7.9,    0.3,   88.2,   88.4,   11.8,   11.6,  100.0,   66.8,   58.8,    1.7,    9.3,    9.7,    1.2,    2.3,    0.0,    8.4,    7.9,    0.3,   88.2,   88.4,   11.8,   11.6,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     35,     19,     12,.,      4,      5,.,.,      0,.,.,.,     30,     22,     35,     19,     12,.,      4,      5,.,.,      0,.,.,.,     30,     22,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    38.9,    64.6,    59.4,    76.8,    34.9,    51.3,    49.4,    59.9,    38.9,    64.6,    59.4,    76.8,    34.9,    51.3,    49.4,    59.9,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"Megawatt Hours (MWh)","064EXF","NODX","064 ","N16","FutOnly"
"PJM.PSEG_month_off_dap - NODAL EXCHANGE",231017,2023-10-17,064EXF,NODX,01,064 ,   52805,   36452,   30991,     130,    5564,    4900,     650,    1030,       0,    4468,    4195,     161,   46761,   46841,    6044,    5964,   52805,   36452,   30991,     130,    5564,    4900,     650,    1030,       0,    4468,    4195,     161,   46761,   46841,    6044,    5964,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     480,      15,     220,       0,    -155,     235,       0,       0,       0,       0,     -50,       0,     250,     250,     230,     230,  100.0,   69.0,   58.7,    0.2,   10.5,    9.3,    1.2,    2.0,    0.0,    8.5,    7.9,    0.3,   88.6,   88.7,   11.4,   11.3,  100.0,   69.0,   58.7,    0.2,   10.5,    9.3,    1.2,    2.0,    0.0,    8.5,    7.9,    0.3,   88.6,   88.7,   11.4,   11.3,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     33,     18,     11,.,      4,      5,.,.,      0,.,.,.,     29,     19,     33,     18,     11,.,      4,      5,.,.,      0,.,.,.,     29,     19,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    39.8,    65.0,    61.0,    77.6,    35.0,    50.9,    50.5,    59.6,    39.8,    65.0,    61.0,    77.6,    35.0,    50.9,    50.5,    59.6,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"Megawatt Hours (MWh)","064EXF","NODX","064 ","N16","FutOnly"
"PJM.PSEG_month_off_dap - NODAL EXCHANGE",231010,2023-10-10,064EXF,NODX,01,064 ,   52325,   36437,   30771,     130,    5719,    4665,     650,    1030,       0,    4468,    4245,     161,   46511,   46591,    5814,    5734,   52325,   36437,   30771,     130,    5719,    4665,     650,    1030,       0,    4468,    4245,     161,   46511,   46591,    5814,    5734,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    -969,    -725,    -730,    -416,     303,    -301,       0,    -975,       0,    -276,     -30,     -10,   -1728,   -1743,     759,     774,  100.0,   69.6,   58.8,    0.2,   10.9,    8.9,    1.2,    2.0,    0.0,    8.5,    8.1,    0.3,   88.9,   89.0,   11.1,   11.0,  100.0,   69.6,   58.8,    0.2,   10.9,    8.9,    1.2,    2.0,    0.0,    8.5,    8.1,    0.3,   88.9,   89.0,   11.1,   11.0,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     33,     18,     11,.,      4,      5,.,.,      0,.,.,.,     29,     19,     33,     18,     11,.,      4,      5,.,.,      0,.,.,.,     29,     19,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    40.2,    65.2,    61.6,    78.4,    35.4,    51.0,    51.1,    60.1,    40.2,    65.2,    61.6,    78.4,    35.4,    51.0,    51.1,    60.1,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"Megawatt Hours (MWh)","064EXF","NODX","064 ","N16","FutOnly"
"PJM.PSEG_month_off_dap - NODAL EXCHANGE",231003,2023-10-03,064EXF,NODX,01,064 ,   53294,   37162,   31501,     546,    5416,    4966,     650,    2005,       0,    4744,    4275,     171,   48239,   48334,    5055,    4960,   53294,   37162,   31501,     546,    5416,    4966,     650,    2005,       0,    4744,    4275,     171,   48239,   48334,    5055,    4960,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    -550,     620,    -235,       0,    1040,    -365,       0,       0,       0,       0,    -185,       0,     255,     255,    -805,    -805,  100.0,   69.7,   59.1,    1.0,   10.2,    9.3,    1.2,    3.8,    0.0,    8.9,    8.0,    0.3,   90.5,   90.7,    9.5,    9.3,  100.0,   69.7,   59.1,    1.0,   10.2,    9.3,    1.2,    3.8,    0.0,    8.9,    8.0,    0.3,   90.5,   90.7,    9.5,    9.3,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     33,     18,     11,.,.,      5,.,.,      0,.,.,.,     30,     19,     33,     18,     11,.,.,      5,.,.,      0,.,.,.,     30,     19,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    40.8,    65.1,    62.4,    79.8,    35.7,    50.6,    52.0,    62.4,    40.8,    65.1,    62.4,    79.8,    35.7,    50.6,    52.0,    62.4,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"Megawatt Hours (MWh)","064EXF","NODX","064 ","N16","FutOnly"
"PJM.PSEG_month_off_dap - NODAL EXCHANGE",230926,2023-09-26,064EXF,NODX,01,064 ,   53844,   36542,   31736,     546,    4376,    5331,     650,    2005,       0,    4744,    4460,     171,   47984,   48079,    5860,    5765,   53844,   36542,   31736,     546,    4376,    5331,     650,    2005,       0,    4744,    4460,     171,   47984,   48079,    5860,    5765,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     347,    -345,     195,       0,    -315,     119,      50,    -120,       0,      50,      -5,       0,    -126,    -126,     473,     473,  100.0,   67.9,   58.9,    1.0,    8.1,    9.9,    1.2,    3.7,    0.0,    8.8,    8.3,    0.3,   89.1,   89.3,   10.9,   10.7,  100.0,   67.9,   58.9,    1.0,    8.1,    9.9,    1.2,    3.7,    0.0,    8.8,    8.3,    0.3,   89.1,   89.3,   10.9,   10.7,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     33,     18,     10,.,.,      5,.,.,      0,.,.,.,     30,     18,     33,     18,     10,.,.,      5,.,.,      0,.,.,.,     30,     18,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    40.9,    65.3,    61.5,    78.7,    35.4,    50.5,    50.4,    60.2,    40.9,    65.3,    61.5,    78.7,    35.4,    50.5,    50.4,    60.2,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"Megawatt Hours (MWh)","064EXF","NODX","064 ","N16","FutOnly"
"PJM.PSEG_month_off_dap - NODAL EXCHANGE",230919,2023-09-19,064EXF,NODX,01,064 ,   53497,   36887,   31541,     546,    4691,    5212,     600,    2125,       0,    4694,    4465,     171,   48110,   48205,    5387,    5292,   53497,   36887,   31541,     546,    4691,    5212,     600,    2125,       0,    4694,    4465,     171,   48110,   48205,    5387,    5292,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     997,     330,     920,       0,    -565,     374,      75,       0,       0,       0,      50,       0,     779,     779,     218,     218,  100.0,   69.0,   59.0,    1.0,    8.8,    9.7,    1.1,    4.0,    0.0,    8.8,    8.3,    0.3,   89.9,   90.1,   10.1,    9.9,  100.0,   69.0,   59.0,    1.0,    8.8,    9.7,    1.1,    4.0,    0.0,    8.8,    8.3,    0.3,   89.9,   90.1,   10.1,    9.9,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     32,     18,     10,.,.,      5,.,.,      0,.,.,.,     29,     18,     32,     18,     10,.,.,      5,.,.,      0,.,.,.,     29,     18,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    40.8,    65.5,    62.7,    79.8,    35.5,    50.7,    51.4,    61.6,    40.8,    65.5,    62.7,    79.8,    35.5,    50.7,    51.4,    61.6,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"Megawatt Hours (MWh)","064EXF","NODX","064 ","N16","FutOnly"
"PJM.PSEG_month_off_dap - NODAL EXCHANGE",230912,2023-09-12,064EXF,NODX,01,064 ,   52500,   36557,   30621,     546,    5256,    4838,     525,    2125,       0,    4694,    4415,     171,   47331,   47426,    5169,    5074,   52500,   36557,   30621,     546,    5256,    4838,     525,    2125,       0,    4694,    4415,     171,   47331,   47426,    5169,    5074,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -2796,   -1535,    -995,    -820,    -699,     -32,    -150,    -300,       0,    -339,    -850,       0,   -2876,   -2876,      80,      80,  100.0,   69.6,   58.3,    1.0,   10.0,    9.2,    1.0,    4.0,    0.0,    8.9,    8.4,    0.3,   90.2,   90.3,    9.8,    9.7,  100.0,   69.6,   58.3,    1.0,   10.0,    9.2,    1.0,    4.0,    0.0,    8.9,    8.4,    0.3,   90.2,   90.3,    9.8,    9.7,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     31,     18,     10,.,.,      5,.,.,      0,.,.,.,     28,     18,     31,     18,     10,.,.,      5,.,.,      0,.,.,.,     28,     18,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    41.1,    66.6,    63.2,    81.6,    36.2,    52.0,    53.8,    64.2,    41.1,    66.6,    63.2,    81.6,    36.2,    52.0,    53.8,    64.2,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"Megawatt Hours (MWh)","064EXF","NODX","064 ","N16","FutOnly"
"PJM.PSEG_month_off_dap - NODAL EXCHANGE",230905,2023-09-05,064EXF,NODX,01,064 ,   55296,   38092,   31616,    1366,    5955,    4870,     675,    2425,       0,    5033,    5265,     171,   50207,   50302,    5089,    4994,   55296,   38092,   31616,    1366,    5955,    4870,     675,    2425,       0,    5033,    5265,     171,   50207,   50302,    5089,    4994,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     606,     574,     355,      31,     -50,      -9,     -25,       0,       0,       0,     275,       0,     571,     571,      35,      35,  100.0,   68.9,   57.2,    2.5,   10.8,    8.8,    1.2,    4.4,    0.0,    9.1,    9.5,    0.3,   90.8,   91.0,    9.2,    9.0,  100.0,   68.9,   57.2,    2.5,   10.8,    8.8,    1.2,    4.4,    0.0,    9.1,    9.5,    0.3,   90.8,   91.0,    9.2,    9.0,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     32,     18,     10,.,      4,      5,.,.,      0,.,.,.,     28,     19,     32,     18,     10,.,      4,      5,.,.,      0,.,.,.,     28,     19,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    40.4,    67.0,    62.2,    82.6,    36.2,    53.3,    53.4,    66.2,    40.4,    67.0,    62.2,    82.6,    36.2,    53.3,    53.4,    66.2,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"Megawatt Hours (MWh)","064EXF","NODX","064 ","N16","FutOnly"
"PJM.PSEG_month_off_dap - NODAL EXCHANGE",230829,2023-08-29,064EXF,NODX,01,064 ,   54690,   37518,   31261,    1335,    6005,    4879,     700,    2425,       0,    5033,    4990,     171,   49636,   49731,    5054,    4959,   54690,   37518,   31261,    1335,    6005,    4879,     700,    2425,       0,    5033,    4990,     171,   49636,   49731,    5054,    4959,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     486,     580,     350,     100,     -50,      10,     -25,      50,       0,       0,       0,      10,     675,     370,    -189,     116,  100.0,   68.6,   57.2,    2.4,   11.0,    8.9,    1.3,    4.4,    0.0,    9.2,    9.1,    0.3,   90.8,   90.9,    9.2,    9.1,  100.0,   68.6,   57.2,    2.4,   11.0,    8.9,    1.3,    4.4,    0.0,    9.2,    9.1,    0.3,   90.8,   90.9,    9.2,    9.1,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     32,     18,      9,.,      4,      5,.,.,      0,.,.,.,     28,     18,     32,     18,      9,.,      4,      5,.,.,      0,.,.,.,     28,     18,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    39.7,    67.2,    61.7,    83.1,    36.6,    54.5,    54.1,    67.6,    39.7,    67.2,    61.7,    83.1,    36.6,    54.5,    54.1,    67.6,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"Megawatt Hours (MWh)","064EXF","NODX","064 ","N16","FutOnly"
"PJM.PSEG_month_off_dap - NODAL EXCHANGE",230822,2023-08-22,064EXF,NODX,01,064 ,   54204,   36938,   30911,    1235,    6055,    4869,     725,    2375,       0,    5033,    4990,     161,   48961,   49361,    5243,    4843,   54204,   36938,   30911,    1235,    6055,    4869,     725,    2375,       0,    5033,    4990,     161,   48961,   49361,    5243,    4843,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    -195,    -230,    -185,       0,     -95,       0,      25,       0,       0,     -25,      50,       0,    -230,    -230,      35,      35,  100.0,   68.1,   57.0,    2.3,   11.2,    9.0,    1.3,    4.4,    0.0,    9.3,    9.2,    0.3,   90.3,   91.1,    9.7,    8.9,  100.0,   68.1,   57.0,    2.3,   11.2,    9.0,    1.3,    4.4,    0.0,    9.3,    9.2,    0.3,   90.3,   91.1,    9.7,    8.9,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     30,     17,      8,.,      4,      5,.,.,      0,.,.,.,     26,     16,     30,     17,      8,.,      4,      5,.,.,      0,.,.,.,     26,     16,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    39.2,    67.9,    61.4,    83.6,    36.9,    55.9,    55.0,    68.8,    39.2,    67.9,    61.4,    83.6,    36.9,    55.9,    55.0,    68.8,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"Megawatt Hours (MWh)","064EXF","NODX","064 ","N16","FutOnly"
"PJM.PSEG_month_off_dap - NODAL EXCHANGE",230815,2023-08-15,064EXF,NODX,01,064 ,   54399,   37168,   31096,    1235,    6150,    4869,     700,    2375,       0,    5058,    4940,     161,   49191,   49591,    5208,    4808,   54399,   37168,   31096,    1235,    6150,    4869,     700,    2375,       0,    5058,    4940,     161,   49191,   49591,    5208,    4808,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     301,     255,     405,       0,     145,     -25,       0,      25,       0,       0,    -320,     161,     391,     391,     -90,     -90,  100.0,   68.3,   57.2,    2.3,   11.3,    9.0,    1.3,    4.4,    0.0,    9.3,    9.1,    0.3,   90.4,   91.2,    9.6,    8.8,  100.0,   68.3,   57.2,    2.3,   11.3,    9.0,    1.3,    4.4,    0.0,    9.3,    9.1,    0.3,   90.4,   91.2,    9.6,    8.8,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     30,     17,      8,.,      4,      5,.,.,      0,.,.,.,     26,     16,     30,     17,      8,.,      4,      5,.,.,      0,.,.,.,     26,     16,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    39.3,    67.5,    61.2,    83.4,    36.7,    55.3,    54.2,    68.4,    39.3,    67.5,    61.2,    83.4,    36.7,    55.3,    54.2,    68.4,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"Megawatt Hours (MWh)","064EXF","NODX","064 ","N16","FutOnly"
"PJM.PSEG_month_off_dap - NODAL EXCHANGE",230808,2023-08-08,064EXF,NODX,01,064 ,   54098,   36913,   30691,    1235,    6005,    4894,     700,    2350,       0,    5058,    5260,       0,   48800,   49200,    5298,    4898,   54098,   36913,   30691,    1235,    6005,    4894,     700,    2350,       0,    5058,    5260,       0,   48800,   49200,    5298,    4898,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -1328,    -825,    1110,    -245,   -1533,     625,    -150,    -300,       0,    -348,    -855,       0,    -943,    -953,    -385,    -375,  100.0,   68.2,   56.7,    2.3,   11.1,    9.0,    1.3,    4.3,    0.0,    9.3,    9.7,    0.0,   90.2,   90.9,    9.8,    9.1,  100.0,   68.2,   56.7,    2.3,   11.1,    9.0,    1.3,    4.3,    0.0,    9.3,    9.7,    0.0,   90.2,   90.9,    9.8,    9.1,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     30,     17,      8,.,      4,      5,.,.,      0,.,.,      0,     25,     16,     30,     17,      8,.,      4,      5,.,.,      0,.,.,      0,     25,     16,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    39.6,    67.4,    61.1,    83.1,    36.0,    54.8,    53.2,    67.6,    39.6,    67.4,    61.1,    83.1,    36.0,    54.8,    53.2,    67.6,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"Megawatt Hours (MWh)","064EXF","NODX","064 ","N16","FutOnly"
