"Market_and_Exchange_Names","As_of_Date_In_Form_YYMMDD","Report_Date_as_YYYY-MM-DD","CFTC_Contract_Market_Code","CFTC_Market_Code","CFTC_Region_Code","CFTC_Commodity_Code","Open_Interest_All","Prod_Merc_Positions_Long_All","Prod_Merc_Positions_Short_All","Swap_Positions_Long_All","Swap__Positions_Short_All","Swap__Positions_Spread_All","M_Money_Positions_Long_All","M_Money_Positions_Short_All","M_Money_Positions_Spread_All","Other_Rept_Positions_Long_All","Other_Rept_Positions_Short_All","Other_Rept_Positions_Spread_All","Tot_Rept_Positions_Long_All","Tot_Rept_Positions_Short_All","NonRept_Positions_Long_All","NonRept_Positions_Short_All","Open_Interest_Old","Prod_Merc_Positions_Long_Old","Prod_Merc_Positions_Short_Old","Swap_Positions_Long_Old","Swap__Positions_Short_Old","Swap__Positions_Spread_Old","M_Money_Positions_Long_Old","M_Money_Positions_Short_Old","M_Money_Positions_Spread_Old","Other_Rept_Positions_Long_Old","Other_Rept_Positions_Short_Old","Other_Rept_Positions_Spread_Old","Tot_Rept_Positions_Long_Old","Tot_Rept_Positions_Short_Old","NonRept_Positions_Long_Old","NonRept_Positions_Short_Old","Open_Interest_Other","Prod_Merc_Positions_Long_Other","Prod_Merc_Positions_Short_Other","Swap_Positions_Long_Other","Swap__Positions_Short_Other","Swap__Positions_Spread_Other","M_Money_Positions_Long_Other","M_Money_Positions_Short_Other","M_Money_Positions_Spread_Other","Other_Rept_Positions_Long_Other","Other_Rept_Positions_Short_Other","Other_Rept_Positions_Spread_Other","Tot_Rept_Positions_Long_Other","Tot_Rept_Positions_Short_Other","NonRept_Positions_Long_Other","NonRept_Positions_Short_Other","Change_in_Open_Interest_All","Change_in_Prod_Merc_Long_All","Change_in_Prod_Merc_Short_All","Change_in_Swap_Long_All","Change_in_Swap_Short_All","Change_in_Swap_Spread_All","Change_in_M_Money_Long_All","Change_in_M_Money_Short_All","Change_in_M_Money_Spread_All","Change_in_Other_Rept_Long_All","Change_in_Other_Rept_Short_All","Change_in_Other_Rept_Spread_All","Change_in_Tot_Rept_Long_All","Change_in_Tot_Rept_Short_All","Change_in_NonRept_Long_All","Change_in_NonRept_Short_All","Pct_of_Open_Interest_All","Pct_of_OI_Prod_Merc_Long_All","Pct_of_OI_Prod_Merc_Short_All","Pct_of_OI_Swap_Long_All","Pct_of_OI_Swap_Short_All","Pct_of_OI_Swap_Spread_All","Pct_of_OI_M_Money_Long_All","Pct_of_OI_M_Money_Short_All","Pct_of_OI_M_Money_Spread_All","Pct_of_OI_Other_Rept_Long_All","Pct_of_OI_Other_Rept_Short_All","Pct_of_OI_Other_Rept_Spread_All","Pct_of_OI_Tot_Rept_Long_All","Pct_of_OI_Tot_Rept_Short_All","Pct_of_OI_NonRept_Long_All","Pct_of_OI_NonRept_Short_All","Pct_of_Open_Interest_Old","Pct_of_OI_Prod_Merc_Long_Old","Pct_of_OI_Prod_Merc_Short_Old","Pct_of_OI_Swap_Long_Old","Pct_of_OI_Swap_Short_Old","Pct_of_OI_Swap_Spread_Old","Pct_of_OI_M_Money_Long_Old","Pct_of_OI_M_Money_Short_Old","Pct_of_OI_M_Money_Spread_Old","Pct_of_OI_Other_Rept_Long_Old","Pct_of_OI_Other_Rept_Short_Old","Pct_of_OI_Other_Rept_Spread_Old","Pct_of_OI_Tot_Rept_Long_Old","Pct_of_OI_Tot_Rept_Short_Old","Pct_of_OI_NonRept_Long_Old","Pct_of_OI_NonRept_Short_Old","Pct_of_Open_Interest_Other","Pct_of_OI_Prod_Merc_Long_Other","Pct_of_OI_Prod_Merc_Short_Other","Pct_of_OI_Swap_Long_Other","Pct_of_OI_Swap_Short_Other","Pct_of_OI_Swap_Spread_Other","Pct_of_OI_M_Money_Long_Other","Pct_of_OI_M_Money_Short_Other","Pct_of_OI_M_Money_Spread_Other","Pct_of_OI_Other_Rept_Long_Other","Pct_of_OI_Other_Rept_Short_Other","Pct_of_OI_Other_Rept_Spread_Other","Pct_of_OI_Tot_Rept_Long_Other","Pct_of_OI_Tot_Rept_Short_Other","Pct_of_OI_NonRept_Long_Other","Pct_of_OI_NonRept_Short_Other","Traders_Tot_All","Traders_Prod_Merc_Long_All","Traders_Prod_Merc_Short_All","Traders_Swap_Long_All","Traders_Swap_Short_All","Traders_Swap_Spread_All","Traders_M_Money_Long_All","Traders_M_Money_Short_All","Traders_M_Money_Spread_All","Traders_Other_Rept_Long_All","Traders_Other_Rept_Short_All","Traders_Other_Rept_Spread_All","Traders_Tot_Rept_Long_All","Traders_Tot_Rept_Short_All","Traders_Tot_Old","Traders_Prod_Merc_Long_Old","Traders_Prod_Merc_Short_Old","Traders_Swap_Long_Old","Traders_Swap_Short_Old","Traders_Swap_Spread_Old","Traders_M_Money_Long_Old","Traders_M_Money_Short_Old","Traders_M_Money_Spread_Old","Traders_Other_Rept_Long_Old","Traders_Other_Rept_Short_Old","Traders_Other_Rept_Spread_Old","Traders_Tot_Rept_Long_Old","Traders_Tot_Rept_Short_Old","Traders_Tot_Other","Traders_Prod_Merc_Long_Other","Traders_Prod_Merc_Short_Other","Traders_Swap_Long_Other","Traders_Swap_Short_Other","Traders_Swap_Spread_Other","Traders_M_Money_Long_Other","Traders_M_Money_Short_Other","Traders_M_Money_Spread_Other","Traders_Other_Rept_Long_Other","Traders_Other_Rept_Short_Other","Traders_Other_Rept_Spread_Other","Traders_Tot_Rept_Long_Other","Traders_Tot_Rept_Short_Other","Conc_Gross_LE_4_TDR_Long_All","Conc_Gross_LE_4_TDR_Short_All","Conc_Gross_LE_8_TDR_Long_All","Conc_Gross_LE_8_TDR_Short_All","Conc_Net_LE_4_TDR_Long_All","Conc_Net_LE_4_TDR_Short_All","Conc_Net_LE_8_TDR_Long_All","Conc_Net_LE_8_TDR_Short_All","Conc_Gross_LE_4_TDR_Long_Old","Conc_Gross_LE_4_TDR_Short_Old","Conc_Gross_LE_8_TDR_Long_Old","Conc_Gross_LE_8_TDR_Short_Old","Conc_Net_LE_4_TDR_Long_Old","Conc_Net_LE_4_TDR_Short_Old","Conc_Net_LE_8_TDR_Long_Old","Conc_Net_LE_8_TDR_Short_Old","Conc_Gross_LE_4_TDR_Long_Other","Conc_Gross_LE_4_TDR_Short_Other","Conc_Gross_LE_8_TDR_Long_Other","Conc_Gross_LE_8_TDR_Short_Other","Conc_Net_LE_4_TDR_Long_Other","Conc_Net_LE_4_TDR_Short_Other","Conc_Net_LE_8_TDR_Long_Other","Conc_Net_LE_8_TDR_Short_Other","Contract_Units","CFTC_Contract_Market_Code_Quotes","CFTC_Market_Code_Quotes","CFTC_Commodity_Code_Quotes","CFTC_SubGroup_Code","FutOnly_or_Combined"
"MISO.INDIANA.HUB_month_on_dap - NODAL EXCHANGE" ,140408 ,2014-04-08,064BFI ,NODX ,01 ,064 ,   18602,    9100,   17149,    2280,     893,     120,       0,       0,       0,    6737,       0,       0,   18237,   18162,     365,     440,   18602,    9100,   17149,    2280,     893,     120,       0,       0,       0,    6737,       0,       0,   18237,   18162,     365,     440,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -1092,    -490,   -1083,     -60,     -14,       0,       0,       0,       0,    -442,       0,       0,    -992,   -1097,    -100,       5,  100.0,   48.9,   92.2,   12.3,    4.8,    0.6,    0.0,    0.0,    0.0,   36.2,    0.0,    0.0,   98.0,   97.6,    2.0,    2.4,  100.0,   48.9,   92.2,   12.3,    4.8,    0.6,    0.0,    0.0,    0.0,   36.2,    0.0,    0.0,   98.0,   97.6,    2.0,    2.4,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     21,      8,     14,      .,      .,      .,      0,      0,      0,      .,      0,      0,     11,     15,     21,      8,     14,      .,      .,      .,      0,      0,      0,      .,      0,      0,     11,     15,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    84.9,    54.0,    96.5,    80.5,    84.3,    54.0,    94.5,    79.5,    84.9,    54.0,    96.5,    80.5,    84.3,    54.0,    94.5,    79.5,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"Megawatt Hours (MWh)" ,"064BFI" ,"NODX" ,"064" ,"N16" ,"FutOnly"
"MISO.INDIANA.HUB_month_on_dap - NODAL EXCHANGE" ,140401 ,2014-04-01,064BFI ,NODX ,01 ,064 ,   19694,    9590,   18232,    2340,     907,     120,       0,       0,       0,    7179,       0,       0,   19229,   19259,     465,     435,   19694,    9590,   18232,    2340,     907,     120,       0,       0,       0,    7179,       0,       0,   19229,   19259,     465,     435,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,  100.0,   48.7,   92.6,   11.9,    4.6,    0.6,    0.0,    0.0,    0.0,   36.5,    0.0,    0.0,   97.6,   97.8,    2.4,    2.2,  100.0,   48.7,   92.6,   11.9,    4.6,    0.6,    0.0,    0.0,    0.0,   36.5,    0.0,    0.0,   97.6,   97.8,    2.4,    2.2,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     22,      9,     15,      .,      .,      .,      0,      0,      0,      .,      0,      0,     12,     16,     22,      9,     15,      .,      .,      .,      0,      0,      0,      .,      0,      0,     12,     16,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    84.0,    52.7,    95.9,    79.3,    83.4,    52.7,    94.1,    78.9,    84.0,    52.7,    95.9,    79.3,    83.4,    52.7,    94.1,    78.9,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"Megawatt Hours (MWh)" ,"064BFI" ,"NODX" ,"064" ,"N16" ,"FutOnly"
"MISO.INDIANA.HUB_month_on_dap - NODAL EXCHANGE" ,140325 ,2014-03-25,064BFI ,NODX ,01 ,064 ,   19694,    9590,   18232,    2340,     907,     120,       0,       0,       0,    7179,       0,       0,   19229,   19259,     465,     435,   19694,    9590,   18232,    2340,     907,     120,       0,       0,       0,    7179,       0,       0,   19229,   19259,     465,     435,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     535,     235,     535,     300,       0,       0,       0,       0,       0,       0,       0,       0,     535,     535,       0,       0,  100.0,   48.7,   92.6,   11.9,    4.6,    0.6,    0.0,    0.0,    0.0,   36.5,    0.0,    0.0,   97.6,   97.8,    2.4,    2.2,  100.0,   48.7,   92.6,   11.9,    4.6,    0.6,    0.0,    0.0,    0.0,   36.5,    0.0,    0.0,   97.6,   97.8,    2.4,    2.2,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     22,      9,     15,      .,      .,      .,      0,      0,      0,      .,      0,      0,     12,     16,     22,      9,     15,      .,      .,      .,      0,      0,      0,      .,      0,      0,     12,     16,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    84.0,    52.7,    95.9,    78.7,    83.4,    52.7,    94.1,    78.3,    84.0,    52.7,    95.9,    78.7,    83.4,    52.7,    94.1,    78.3,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"Megawatt Hours (MWh)" ,"064BFI" ,"NODX" ,"064" ,"N16" ,"FutOnly"
"MISO.INDIANA.HUB_month_on_dap - NODAL EXCHANGE" ,140318 ,2014-03-18,064BFI ,NODX ,01 ,064 ,   19159,    9355,   17697,    2040,     907,     120,       0,       0,       0,    7179,       0,       0,   18694,   18724,     465,     435,   19159,    9355,   17697,    2040,     907,     120,       0,       0,       0,    7179,       0,       0,   18694,   18724,     465,     435,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,  100.0,   48.8,   92.4,   10.6,    4.7,    0.6,    0.0,    0.0,    0.0,   37.5,    0.0,    0.0,   97.6,   97.7,    2.4,    2.3,  100.0,   48.8,   92.4,   10.6,    4.7,    0.6,    0.0,    0.0,    0.0,   37.5,    0.0,    0.0,   97.6,   97.7,    2.4,    2.3,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     22,      9,     15,      .,      .,      .,      0,      0,      0,      .,      0,      0,     12,     16,     22,      9,     15,      .,      .,      .,      0,      0,      0,      .,      0,      0,     12,     16,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    84.5,    55.7,    95.8,    79.7,    83.8,    55.7,    93.9,    79.2,    84.5,    55.7,    95.8,    79.7,    83.8,    55.7,    93.9,    79.2,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"Megawatt Hours (MWh)" ,"064BFI" ,"NODX" ,"064" ,"N16" ,"FutOnly"
"MISO.INDIANA.HUB_month_on_dap - NODAL EXCHANGE" ,140311 ,2014-03-11,064BFI ,NODX ,01 ,064 ,   19159,    9355,   17697,    2040,     907,     120,       0,       0,       0,    7179,       0,       0,   18694,   18724,     465,     435,   19159,    9355,   17697,    2040,     907,     120,       0,       0,       0,    7179,       0,       0,   18694,   18724,     465,     435,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -1118,    -640,   -1090,    -110,     -18,       0,       0,       0,       0,    -358,       0,       0,   -1108,   -1108,     -10,     -10,  100.0,   48.8,   92.4,   10.6,    4.7,    0.6,    0.0,    0.0,    0.0,   37.5,    0.0,    0.0,   97.6,   97.7,    2.4,    2.3,  100.0,   48.8,   92.4,   10.6,    4.7,    0.6,    0.0,    0.0,    0.0,   37.5,    0.0,    0.0,   97.6,   97.7,    2.4,    2.3,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     22,      9,     15,      .,      .,      .,      0,      0,      0,      .,      0,      0,     12,     16,     22,      9,     15,      .,      .,      .,      0,      0,      0,      .,      0,      0,     12,     16,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    84.5,    55.7,    95.8,    79.7,    83.8,    55.7,    93.9,    79.2,    84.5,    55.7,    95.8,    79.7,    83.8,    55.7,    93.9,    79.2,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"Megawatt Hours (MWh)" ,"064BFI" ,"NODX" ,"064" ,"N16" ,"FutOnly"
"MISO.INDIANA.HUB_month_on_dap - NODAL EXCHANGE" ,140304 ,2014-03-04,064BFI ,NODX ,01 ,064 ,   20277,    9995,   18787,    2150,     925,     120,       0,       0,       0,    7537,       0,       0,   19802,   19832,     475,     445,   20277,    9995,   18787,    2150,     925,     120,       0,       0,       0,    7537,       0,       0,   19802,   19832,     475,     445,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     535,    1200,     600,    -600,       0,       0,       0,       0,       0,       0,       0,       0,     600,     600,     -65,     -65,  100.0,   49.3,   92.7,   10.6,    4.6,    0.6,    0.0,    0.0,    0.0,   37.2,    0.0,    0.0,   97.7,   97.8,    2.3,    2.2,  100.0,   49.3,   92.7,   10.6,    4.6,    0.6,    0.0,    0.0,    0.0,   37.2,    0.0,    0.0,   97.7,   97.8,    2.3,    2.2,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     23,      9,     16,      .,      .,      .,      0,      0,      0,      .,      0,      0,     12,     17,     23,      9,     16,      .,      .,      .,      0,      0,      0,      .,      0,      0,     12,     17,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    83.0,    54.7,    96.0,    78.7,    82.0,    54.7,    93.8,    78.4,    83.0,    54.7,    96.0,    78.7,    82.0,    54.7,    93.8,    78.4,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"Megawatt Hours (MWh)" ,"064BFI" ,"NODX" ,"064" ,"N16" ,"FutOnly"
"MISO.INDIANA.HUB_month_on_dap - NODAL EXCHANGE" ,140225 ,2014-02-25,064BFI ,NODX ,01 ,064 ,   19742,    8795,   18187,    2750,     925,     120,       0,       0,       0,    7537,       0,       0,   19202,   19232,     540,     510,   19742,    8795,   18187,    2750,     925,     120,       0,       0,       0,    7537,       0,       0,   19202,   19232,     540,     510,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,      75,     175,     100,       0,      75,       0,       0,       0,       0,       0,       0,       0,     175,     175,    -100,    -100,  100.0,   44.5,   92.1,   13.9,    4.7,    0.6,    0.0,    0.0,    0.0,   38.2,    0.0,    0.0,   97.3,   97.4,    2.7,    2.6,  100.0,   44.5,   92.1,   13.9,    4.7,    0.6,    0.0,    0.0,    0.0,   38.2,    0.0,    0.0,   97.3,   97.4,    2.7,    2.6,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     22,      9,     15,      .,      .,      .,      0,      0,      0,      .,      0,      0,     12,     16,     22,      9,     15,      .,      .,      .,      0,      0,      0,      .,      0,      0,     12,     16,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    82.2,    55.8,    95.5,    80.8,    81.2,    55.8,    93.3,    80.5,    82.2,    55.8,    95.5,    80.8,    81.2,    55.8,    93.3,    80.5,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"Megawatt Hours (MWh)" ,"064BFI" ,"NODX" ,"064" ,"N16" ,"FutOnly"
"MISO.INDIANA.HUB_month_on_dap - NODAL EXCHANGE" ,140218 ,2014-02-18,064BFI ,NODX ,01 ,064 ,   19667,    8620,   18087,    2750,     850,     120,       0,       0,       0,    7537,       0,       0,   19027,   19057,     640,     610,   19667,    8620,   18087,    2750,     850,     120,       0,       0,       0,    7537,       0,       0,   19027,   19057,     640,     610,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,  100.0,   43.8,   92.0,   14.0,    4.3,    0.6,    0.0,    0.0,    0.0,   38.3,    0.0,    0.0,   96.7,   96.9,    3.3,    3.1,  100.0,   43.8,   92.0,   14.0,    4.3,    0.6,    0.0,    0.0,    0.0,   38.3,    0.0,    0.0,   96.7,   96.9,    3.3,    3.1,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     22,      9,     15,      .,      .,      .,      0,      0,      0,      .,      0,      0,     12,     16,     22,      9,     15,      .,      .,      .,      0,      0,      0,      .,      0,      0,     12,     16,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    82.5,    55.2,    95.0,    80.6,    81.5,    55.2,    92.7,    80.3,    82.5,    55.2,    95.0,    80.6,    81.5,    55.2,    92.7,    80.3,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"Megawatt Hours (MWh)" ,"064BFI" ,"NODX" ,"064" ,"N16" ,"FutOnly"
"MISO.INDIANA.HUB_month_on_dap - NODAL EXCHANGE" ,140211 ,2014-02-11,064BFI ,NODX ,01 ,064 ,   19667,    8620,   18087,    2750,     850,     120,       0,       0,       0,    7537,       0,       0,   19027,   19057,     640,     610,   19667,    8620,   18087,    2750,     850,     120,       0,       0,       0,    7537,       0,       0,   19027,   19057,     640,     610,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    -148,     465,    -670,    -110,     850,     120,       0,       0,       0,    -443,       0,       0,      32,     300,    -180,    -448,  100.0,   43.8,   92.0,   14.0,    4.3,    0.6,    0.0,    0.0,    0.0,   38.3,    0.0,    0.0,   96.7,   96.9,    3.3,    3.1,  100.0,   43.8,   92.0,   14.0,    4.3,    0.6,    0.0,    0.0,    0.0,   38.3,    0.0,    0.0,   96.7,   96.9,    3.3,    3.1,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     22,      9,     15,      .,      .,      .,      0,      0,      0,      .,      0,      0,     12,     16,     22,      9,     15,      .,      .,      .,      0,      0,      0,      .,      0,      0,     12,     16,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    82.5,    55.2,    95.0,    80.6,    81.5,    55.2,    92.7,    80.3,    82.5,    55.2,    95.0,    80.6,    81.5,    55.2,    92.7,    80.3,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"Megawatt Hours (MWh)" ,"064BFI" ,"NODX" ,"064" ,"N16" ,"FutOnly"
"MISO.INDIANA.HUB_month_on_dap - NODAL EXCHANGE" ,140204 ,2014-02-04,064BFI ,NODX ,01 ,064 ,   19815,    8155,   18757,    2860,       0,       0,       0,       0,       0,    7980,       0,       0,   18995,   18757,     820,    1058,   19815,    8155,   18757,    2860,       0,       0,       0,       0,       0,    7980,       0,       0,   18995,   18757,     820,    1058,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     670,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     670,     670,  100.0,   41.2,   94.7,   14.4,    0.0,    0.0,    0.0,    0.0,    0.0,   40.3,    0.0,    0.0,   95.9,   94.7,    4.1,    5.3,  100.0,   41.2,   94.7,   14.4,    0.0,    0.0,    0.0,    0.0,    0.0,   40.3,    0.0,    0.0,   95.9,   94.7,    4.1,    5.3,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     21,      9,     15,      .,      0,      0,      0,      0,      0,      .,      0,      0,     11,     15,     21,      9,     15,      .,      0,      0,      0,      0,      0,      .,      0,      0,     11,     15,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    83.3,    55.1,    94.1,    81.5,    83.3,    54.2,    90.7,    79.7,    83.3,    55.1,    94.1,    81.5,    83.3,    54.2,    90.7,    79.7,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"Megawatt Hours (MWh)" ,"064BFI" ,"NODX" ,"064" ,"N16" ,"FutOnly"
"MISO.INDIANA.HUB_month_on_dap - NODAL EXCHANGE" ,140128 ,2014-01-28,064BFI ,NODX ,01 ,064 ,   19145,    8155,   18757,    2860,       0,       0,       0,       0,       0,    7980,       0,       0,   18995,   18757,     150,     388,   19145,    8155,   18757,    2860,       0,       0,       0,       0,       0,    7980,       0,       0,   18995,   18757,     150,     388,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     -10,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     -10,     -10,  100.0,   42.6,   98.0,   14.9,    0.0,    0.0,    0.0,    0.0,    0.0,   41.7,    0.0,    0.0,   99.2,   98.0,    0.8,    2.0,  100.0,   42.6,   98.0,   14.9,    0.0,    0.0,    0.0,    0.0,    0.0,   41.7,    0.0,    0.0,   99.2,   98.0,    0.8,    2.0,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     21,      9,     15,      .,      0,      0,      0,      0,      0,      .,      0,      0,     11,     15,     21,      9,     15,      .,      0,      0,      0,      0,      0,      .,      0,      0,     11,     15,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    86.2,    57.1,    97.4,    84.3,    86.2,    56.1,    93.9,    82.5,    86.2,    57.1,    97.4,    84.3,    86.2,    56.1,    93.9,    82.5,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"Megawatt Hours (MWh)" ,"064BFI" ,"NODX" ,"064" ,"N16" ,"FutOnly"
"MISO.INDIANA.HUB_month_on_dap - NODAL EXCHANGE" ,140121 ,2014-01-21,064BFI ,NODX ,01 ,064 ,   19155,    8155,   18757,    2860,       0,       0,       0,       0,       0,    7980,       0,       0,   18995,   18757,     160,     398,   19155,    8155,   18757,    2860,       0,       0,       0,       0,       0,    7980,       0,       0,   18995,   18757,     160,     398,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,      80,      70,      70,       0,       0,       0,       0,       0,       0,       0,       0,       0,      70,      70,      10,      10,  100.0,   42.6,   97.9,   14.9,    0.0,    0.0,    0.0,    0.0,    0.0,   41.7,    0.0,    0.0,   99.2,   97.9,    0.8,    2.1,  100.0,   42.6,   97.9,   14.9,    0.0,    0.0,    0.0,    0.0,    0.0,   41.7,    0.0,    0.0,   99.2,   97.9,    0.8,    2.1,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     21,      9,     15,      .,      0,      0,      0,      0,      0,      .,      0,      0,     11,     15,     21,      9,     15,      .,      0,      0,      0,      0,      0,      .,      0,      0,     11,     15,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    86.2,    57.0,    97.4,    84.3,    86.2,    56.1,    93.9,    82.4,    86.2,    57.0,    97.4,    84.3,    86.2,    56.1,    93.9,    82.4,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"Megawatt Hours (MWh)" ,"064BFI" ,"NODX" ,"064" ,"N16" ,"FutOnly"
"MISO.INDIANA.HUB_month_on_dap - NODAL EXCHANGE" ,140114 ,2014-01-14,064BFI ,NODX ,01 ,064 ,   19075,    8085,   18687,    2860,       0,       0,       0,       0,       0,    7980,       0,       0,   18925,   18687,     150,     388,   19075,    8085,   18687,    2860,       0,       0,       0,       0,       0,    7980,       0,       0,   18925,   18687,     150,     388,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,  100.0,   42.4,   98.0,   15.0,    0.0,    0.0,    0.0,    0.0,    0.0,   41.8,    0.0,    0.0,   99.2,   98.0,    0.8,    2.0,  100.0,   42.4,   98.0,   15.0,    0.0,    0.0,    0.0,    0.0,    0.0,   41.8,    0.0,    0.0,   99.2,   98.0,    0.8,    2.0,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     21,      9,     15,      .,      0,      0,      0,      0,      0,      .,      0,      0,     11,     15,     21,      9,     15,      .,      0,      0,      0,      0,      0,      .,      0,      0,     11,     15,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    86.0,    57.0,    97.4,    84.7,    86.0,    56.3,    94.3,    82.8,    86.0,    57.0,    97.4,    84.7,    86.0,    56.3,    94.3,    82.8,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"Megawatt Hours (MWh)" ,"064BFI" ,"NODX" ,"064" ,"N16" ,"FutOnly"
